"Frequency (GHz)","Fitted","Frequency (GHz)","Insertion Loss","Uncertainty @12.89GHz 2.689% - Frequency (GHz)","Uncertainty @12.89GHz 2.689% - Insertion Loss / in (dB)","Uncertainty @16.00GHz 7.106% - Frequency (GHz)","Uncertainty @16.00GHz 7.106% - Insertion Loss / in (dB)","Uncertainty @28.00GHz 64.051% - Frequency (GHz)","Uncertainty @28.00GHz 64.051% - Insertion Loss / in (dB)","Uncertainty @4.00GHz 4.987% - Frequency (GHz)","Uncertainty @4.00GHz 4.987% - Insertion Loss / in (dB)","Uncertainty @8.00GHz 4.282% - Frequency (GHz)","Uncertainty @8.00GHz 4.282% - Insertion Loss / in (dB)"
0.030000000000000002,0.02228957467239813,0.030000000000000002,0.02228957467239813,12.9,0.8552854530175067,16.02,1.0245845441994272,28.020000000000003,1.6844466977800736,4.02,0.3535943711272398,8.01,0.5862955988837315
0.060000000000000005,0.02974694779279095,0.060000000000000005,0.02974694779279095,,,,,,,,,,
0.09000000000000001,0.03719535630391998,0.09000000000000001,0.03719535630391998,,,,,,,,,,
0.12000000000000001,0.04399829038957755,0.12000000000000001,0.04399829038957755,,,,,,,,,,
0.15000000000000002,0.05067091668848676,0.15000000000000002,0.05067091668848676,,,,,,,,,,
0.18000000000000002,0.05476203057679607,0.18000000000000002,0.05476203057679607,,,,,,,,,,
0.21000000000000002,0.05853757874911833,0.21000000000000002,0.05977955652167597,,,,,,,,,,
0.24000000000000002,0.06293749082624826,0.24000000000000002,0.06283899598433852,,,,,,,,,,
0.27,0.06712538845696606,0.27,0.0666824769714785,,,,,,,,,,
0.30000000000000004,0.07113644148558837,0.30000000000000004,0.06902761881115599,,,,,,,,,,
0.33,0.07499711616344405,0.33,0.07474718701011429,,,,,,,,,,
0.36000000000000004,0.0787279157069998,0.36000000000000004,0.07899398029005955,,,,,,,,,,
0.39,0.0823451032413916,0.39,0.08342819006419448,,,,,,,,,,
0.42000000000000004,0.08586183376941972,0.42000000000000004,0.08594018026273612,,,,,,,,,,
0.45,0.08928892535103819,0.45,0.0894368970515494,,,,,,,,,,
0.48000000000000004,0.09263540071959223,0.48000000000000004,0.09347045984576437,,,,,,,,,,
0.51,0.09590887765249928,0.51,0.09589159846389317,,,,,,,,,,
0.54,0.09911585668375006,0.54,0.10007465729209028,,,,,,,,,,
0.5700000000000001,0.10226193731937458,0.5700000000000001,0.10302909217633119,,,,,,,,,,
0.6000000000000001,0.10535198332513991,0.6000000000000001,0.10637559173258589,,,,,,,,,,
0.63,0.10839025101131859,0.63,0.107960481159223,,,,,,,,,,
0.66,0.11138049015399172,0.66,0.11074654130603986,,,,,,,,,,
