"Frequency (GHz)","Fitted","Frequency (GHz)","Insertion Loss","Uncertainty @12.89GHz 17.855% - Frequency (GHz)","Uncertainty @12.89GHz 17.855% - Insertion Loss / in (dB)","Uncertainty @16.00GHz 8.406% - Frequency (GHz)","Uncertainty @16.00GHz 8.406% - Insertion Loss / in (dB)","Uncertainty @28.00GHz 5.993% - Frequency (GHz)","Uncertainty @28.00GHz 5.993% - Insertion Loss / in (dB)","Uncertainty @4.00GHz 13.734% - Frequency (GHz)","Uncertainty @4.00GHz 13.734% - Insertion Loss / in (dB)","Uncertainty @8.00GHz 48.130% - Frequency (GHz)","Uncertainty @8.00GHz 48.130% - Insertion Loss / in (dB)"
4.08,0.4025989203033132,4.08,0.4037718710282489,,,,,,,,,,
4.12,0.40500102731334664,4.12,0.3925438941159167,,,,,,,,,,
4.16,0.407393887725585,4.16,0.3881787859621189,,,,,,,,,,
4.2,0.4097776262158304,4.2,0.3877839842729546,,,,,,,,,,
4.24,0.41215236465295035,4.24,0.38695598219195104,,,,,,,,,,
4.280000000000001,0.4145182221879133,4.280000000000001,0.3892855454401112,,,,,,,,,,
4.32,0.4168753153391973,4.32,0.39112211049182743,,,,,,,,,,
4.36,0.4192237580747494,4.36,0.3967322051154997,,,,,,,,,,
4.4,0.4215636618906654,4.4,0.3967333740152241,,,,,,,,,,
4.44,0.42389513588675093,4.44,0.4016533437673918,,,,,,,,,,
4.48,0.42621828683911406,4.48,0.4032316983421708,,,,,,,,,,
4.5200000000000005,0.4285332192699303,4.5200000000000005,0.4070686714586794,,,,,,,,,,
4.5600000000000005,0.4308400355145167,4.5600000000000005,0.40791440749360497,,,,,,,,,,
4.6000000000000005,0.4331388357858378,4.6000000000000005,0.4087145397815845,,,,,,,,,,
4.640000000000001,0.43542971823656723,4.640000000000001,0.408570881959335,,,,,,,,,,
4.680000000000001,0.43771277901881483,4.680000000000001,0.4108415755258571,,,,,,,,,,
4.720000000000001,0.43998811234162766,4.720000000000001,0.41386500290326705,,,,,,,,,,
4.760000000000001,0.44225581052636564,4.760000000000001,0.42023937454223603,,,,,,,,,,
4.800000000000001,0.4445159640600476,4.800000000000001,0.4259913346990625,,,,,,,,,,
4.84,0.44676866164675866,4.84,0.4403018502757303,,,,,,,,,,
4.88,0.4490139902572041,4.88,0.45847977842057386,,,,,,,,,,
4.92,0.45125203517649193,4.92,0.45400880185269954,,,,,,,,,,
4.96,0.4534828800502212,4.96,0.440008720894967,,,,,,,,,,
5,0.45570660692894843,5,0.43301568711335336,,,,,,,,,,
5.04,0.4579232963111038,5.04,0.43158012379180033,,,,,,,,,,
5.08,0.4601330271844197,5.08,0.4312462975846009,,,,,,,,,,
5.12,0.4623358770659384,5.12,0.43221557823196755,,,,,,,,,,
5.16,0.46453192204065513,5.16,0.43239659533311325,,,,,,,,,,
5.2,0.46672123679885447,5.2,0.4377569376690188,,,,,,,,,,
5.24,0.4689038946721948,5.24,0.4368796924810906,,,,,,,,,,
5.28,0.47107996766859056,5.28,0.44301942099694336,,,,,,,,,,
5.32,0.4732495265059419,5.32,0.43939643303722525,,,,,,,,,,
5.36,0.47541264064475797,5.36,0.44571444606919586,,,,,,,,,,
5.4,0.47756937831971824,5.4,0.44380527289400873,,,,,,,,,,
5.44,0.4797198065702144,5.44,0.448016751794268,,,,,,,,,,
5.48,0.48186399126991253,5.48,0.4479229388573046,,,,,,,,,,
5.5200000000000005,0.4840019971553723,5.5200000000000005,0.4511005380447064,,,,,,,,,,
5.5600000000000005,0.4861338878537646,5.5600000000000005,0.45236951490964245,,,,,,,,,,
5.6000000000000005,0.48825972590971684,5.6000000000000005,0.4549612965526744,,,,,,,,,,
5.640000000000001,0.49037957281132205,5.640000000000001,0.45916398626877436,,,,,,,,,,
5.680000000000001,0.4924934890153441,5.680000000000001,0.46179701076184854,,,,,,,,,,
5.720000000000001,0.4946015339716485,5.720000000000001,0.4632850342123682,,,,,,,,,,
5.760000000000001,0.4967037661468871,5.760000000000001,0.4635114995788467,,,,,,,,,,
5.800000000000001,0.4988002430474654,5.800000000000001,0.46302491201989815,,,,,,,,,,
5.840000000000001,0.5008910212418197,5.840000000000001,0.4662852228057704,,,,,,,,,,
5.880000000000001,0.5029761563820281,5.880000000000001,0.466846541719205,,,,,,,,,,
5.92,0.5050557032247793,5.92,0.46906580789810143,,,,,,,,,,
5.96,0.5071297156517245,5.96,0.4715783615247973,,,,,,,,,,
6,0.5091982466892332,6,0.47577246015328367,,,,,,,,,,
6.04,0.5112613485275731,6.04,0.48217393118093543,,,,,,,,,,
6.08,0.5133190725395382,6.08,0.48356733080030634,,,,,,,,,,
6.12,0.5153714692985399,6.12,0.48727654973735013,,,,,,,,,,
6.16,0.5174185885961833,6.16,0.49104269817710045,,,,,,,,,,
6.2,0.5194604794593456,6.2,0.49489910310447427,,,,,,,,,,
6.24,0.5214971901667736,6.24,0.49612722773280665,,,,,,,,,,
6.28,0.5235287682652175,6.28,0.5004537110670417,,,,,,,,,,
6.32,0.5255552605851147,6.32,0.506165773519361,,,,,,,,,,
6.36,0.5275767132558422,6.36,0.514561858759575,,,,,,,,,,
6.4,0.5295931717205506,6.4,0.5252487004145069,,,,,,,,,,
6.44,0.5316046807505923,6.44,0.5450686902012909,,,,,,,,,,
6.48,0.533611284459559,6.48,0.580706060101364,,,,,,,,,,
6.5200000000000005,0.5356130263169417,6.5200000000000005,0.6188666604068659,,,,,,,,,,
6.5600000000000005,0.5376099491614252,6.5600000000000005,0.6092833272109605,,,,,,,,,,
6.6000000000000005,0.5396020952138281,6.6000000000000005,0.5728179510263106,,,,,,,,,,
6.640000000000001,0.5415895060897006,6.640000000000001,0.5448863600864697,,,,,,,,,,
6.680000000000001,0.5435722228115925,6.680000000000001,0.534456449372818,,,,,,,,,,
6.720000000000001,0.5455502858209985,6.720000000000001,0.52716344869322,,,,,,,,,,
6.760000000000001,0.5475237349899958,6.760000000000001,0.5259779120290483,,,,,,,,,,
6.800000000000001,0.5494926096325793,6.800000000000001,0.5257255897100191,,,,,,,,,,
6.840000000000001,0.5514569485157056,6.840000000000001,0.5250443761821038,,,,,,,,,,
6.880000000000001,0.5534167898700578,6.880000000000001,0.5267068306588376,,,,,,,,,,
6.920000000000001,0.5553721714005341,6.920000000000001,0.5240418060992071,,,,,,,,,,
6.960000000000001,0.5573231302964738,6.960000000000001,0.5303296467821654,,,,,,,,,,
7,0.5592697032416265,7,0.5273010453814766,,,,,,,,,,
7.04,0.5612119264238714,7.04,0.5321432116064686,,,,,,,,,,
7.08,0.5631498355446982,7.08,0.5392557446982684,,,,,,,,,,
7.12,0.5650834658284519,7.12,0.5465014088070204,,,,,,,,,,
7.16,0.5670128520313521,7.16,0.5638489301630596,,,,,,,,,,
7.2,0.568938028450292,7.2,0.588781710447366,,,,,,,,,,
7.24,0.5708590289314244,7.24,0.6304925830936772,,,,,,,,,,
7.28,0.5727758868785412,7.28,0.7141636112552161,,,,,,,,,,
7.32,0.5746886352612502,7.32,0.7992344577631139,,,,,,,,,,
7.36,0.5765973066229595,7.36,0.8498226227449089,,,,,,,,,,
7.4,0.5785019330886694,7.4,0.8130185645544298,,,,,,,,,,
7.44,0.580402546372584,7.44,0.7360730297082989,,,,,,,,,,
7.48,0.5822991777855415,7.48,0.6629932368659984,,,,,,,,,,
7.5200000000000005,0.5841918582422724,7.5200000000000005,0.6194726574358651,,,,,,,,,,
7.5600000000000005,0.5860806182684887,7.5600000000000005,0.6123048365592123,,,,,,,,,,
7.6000000000000005,0.5879654880078098,7.6000000000000005,0.5971515627673089,,,,,,,,,,
7.640000000000001,0.5898464972285291,7.640000000000001,0.5973353292701766,,,,,,,,,,
7.680000000000001,0.5917236753302259,7.680000000000001,0.5943649166359254,,,,,,,,,,
7.720000000000001,0.5935970513502276,7.720000000000001,0.5932885536243336,,,,,,,,,,
7.760000000000001,0.5954666539699249,7.760000000000001,0.5932931323459636,,,,,,,,,,
7.800000000000001,0.5973325115209457,7.800000000000001,0.5922450231104931,,,,,,,,,,
7.840000000000001,0.5991946519911902,7.840000000000001,0.5910077709281165,,,,,,,,,,
7.880000000000001,0.6010531030307323,7.880000000000001,0.5940398268498247,,,,,,,,,,
7.920000000000001,0.6029078919575901,7.920000000000001,0.591360216263825,,,,,,,,,,
7.960000000000001,0.604759045763368,7.960000000000001,0.6003152046661497,,,,,,,,,,
8,0.6066065911187775,8,0.608846252589336,,,,,,,,,,
8.04,0.6084505543790351,8.04,0.6238748597479211,,,,,,,,,,
8.08,0.610290961589145,8.08,0.6574359445554308,,,,,,,,,,
8.12,0.6121278384890654,8.12,0.7208385666024719,,,,,,,,,,
8.16,0.6139612105187665,8.16,0.7611011228532273,,,,,,,,,,
8.2,0.6157911028231776,8.2,0.7491153317051856,,,,,,,,,,
8.24,0.6176175402570311,8.24,0.6939405938383597,,,,,,,,,,
8.28,0.6194405473896023,8.28,0.6380527461787256,,,,,,,,,,
8.32,0.6212601485093504,8.32,0.6187837896897401,,,,,,,,,,
8.36,0.6230763676284609,8.36,0.5980333517631573,,,,,,,,,,
8.4,0.6248892284872941,8.4,0.6034274838482327,,,,,,,,,,
8.44,0.6266987545587417,8.44,0.590241190431503,,,,,,,,,,
8.48,0.6285049690524913,8.48,0.5978837448432357,,,,,,,,,,
8.520000000000001,0.6303078949192051,8.520000000000001,0.5960665669349225,,,,,,,,,,
8.560000000000002,0.6321075548546118,8.560000000000002,0.5980013173723173,,,,,,,,,,
8.600000000000001,0.6339039713035153,8.600000000000001,0.5979535247972465,,,,,,,,,,
8.64,0.6356971664637227,8.64,0.6023436979439105,,,,,,,,,,
8.68,0.6374871622898923,8.68,0.6058923977924356,,,,,,,,,,
8.72,0.6392739804973036,8.72,0.6098148729167989,,,,,,,,,,
8.76,0.6410576425655533,8.76,0.6249944988937869,,,,,,,,,,
8.8,0.6428381697421764,8.8,0.6371599930459757,,,,,,,,,,
8.84,0.6446155830461966,8.84,0.6701097068127798,,,,,,,,,,
8.88,0.6463899032716046,8.88,0.7128650006089652,,,,,,,,,,
8.92,0.6481611509907709,8.92,0.7859569416898031,,,,,,,,,,
8.96,0.649929346557789,8.96,0.8633741765371216,,,,,,,,,,
9,0.6516945101117554,9,0.8994440428737162,,,,,,,,,,
9.040000000000001,0.653456661579985,9.040000000000001,0.8707451371754173,,,,,,,,,,
9.08,0.655215820681165,9.08,0.799844699558169,,,,,,,,,,
9.120000000000001,0.6569720069284473,9.120000000000001,0.7304455595561667,,,,,,,,,,
9.16,0.6587252396324823,9.16,0.6943995586068732,,,,,,,,,,
9.200000000000001,0.6604755379043957,9.200000000000001,0.6758715761495564,,,,,,,,,,
9.24,0.6622229206587066,9.24,0.6622193357410787,,,,,,,,,,
9.280000000000001,0.6639674066161929,9.280000000000001,0.6647236106945047,,,,,,,,,,
9.32,0.6657090143067009,9.32,0.6531788157943654,,,,,,,,,,
9.360000000000001,0.667447762071904,9.360000000000001,0.6596582559857374,,,,,,,,,,
9.4,0.6691836680680077,9.4,0.6525250117808743,,,,,,,,,,
9.440000000000001,0.6709167502684067,9.440000000000001,0.6618652072202474,,,,,,,,,,
9.48,0.6726470264662917,9.48,0.6602620612878485,,,,,,,,,,
9.520000000000001,0.6743745142772077,9.520000000000001,0.672808534765898,,,,,,,,,,
9.56,0.6760992311415667,9.56,0.6803105215207155,,,,,,,,,,
9.600000000000001,0.6778211943271135,9.600000000000001,0.7021447352899115,,,,,,,,,,
9.64,0.6795404209313467,9.64,0.7247242009033124,,,,,,,,,,
9.68,0.6812569278838965,9.68,0.7784188329809842,,,,,,,,,,
9.72,0.6829707319488597,9.72,0.8488800923667754,,,,,,,,,,
9.76,0.6846818497270909,9.76,0.9385081942775264,,,,,,,,,,
9.8,0.6863902976584555,9.8,1.0038773214820413,,,,,,,,,,
9.84,0.68809609202404,9.84,0.9967665464906618,,,,,,,,,,
9.88,0.6897992489483258,9.88,0.9407362259928633,,,,,,,,,,
9.92,0.6914997844013208,9.92,0.8477190485035588,,,,,,,,,,
9.96,0.6931977142006581,9.96,0.7914829391765927,,,,,,,,,,
10,0.6948930540136542,10,0.7390255245012122,,,,,,,,,,
10.040000000000001,0.6965858193593324,10.040000000000001,0.7327914592565178,,,,,,,,,,
10.08,0.6982760256104119,10.08,0.7056232150060091,,,,,,,,,,
10.120000000000001,0.6999636879952617,10.120000000000001,0.710793695297071,,,,,,,,,,
10.16,0.7016488215998204,10.16,0.6869883626603325,,,,,,,,,,
10.200000000000001,0.7033314413694836,10.200000000000001,0.6927350041640135,,,,,,,,,,
10.24,0.705011562110959,10.24,0.6782157054227772,,,,,,,,,,
10.280000000000001,0.7066891984940901,10.280000000000001,0.6765351489416613,,,,,,,,,,
10.32,0.7083643650536473,10.32,0.6699228273045176,,,,,,,,,,
10.360000000000001,0.7100370761910919,10.360000000000001,0.6682303939373729,,,,,,,,,,
10.4,0.7117073461763058,10.4,0.658866404421692,,,,,,,,,,
10.440000000000001,0.7133751891492977,10.440000000000001,0.6639598585767494,,,,,,,,,,
10.48,0.7150406191218752,10.48,0.6583907201290161,,,,,,,,,,
10.520000000000001,0.7167036499792936,10.520000000000001,0.6658213457465529,,,,,,,,,,
10.56,0.7183642954818744,10.56,0.6647676693360772,,,,,,,,,,
10.600000000000001,0.7200225692665986,10.600000000000001,0.6796449721332388,,,,,,,,,,
10.64,0.7216784848486721,10.64,0.6800365355684084,,,,,,,,,,
10.680000000000001,0.7233320556230689,10.680000000000001,0.6768287788516567,,,,,,,,,,
10.72,0.7249832948660434,10.72,0.6724032994742862,,,,,,,,,,
10.76,0.7266322157366247,10.76,0.6617506592653759,,,,,,,,,,
10.8,0.7282788312780808,10.8,0.6703319621326589,,,,,,,,,,
10.84,0.7299231544193627,10.84,0.6590498826907478,,,,,,,,,,
10.88,0.7315651979765244,10.88,0.6695958570834244,,,,,,,,,,
10.92,0.7332049746541195,10.92,0.6557999794620097,,,,,,,,,,
10.96,0.7348424970465757,10.96,0.6743715205846711,,,,,,,,,,
11,0.736477777639548,11,0.6555665224099894,,,,,,,,,,
11.040000000000001,0.7381108288112498,11.040000000000001,0.6821463736275362,,,,,,,,,,
11.08,0.739741662833763,11.08,0.6638935865406369,,,,,,,,,,
11.120000000000001,0.7413702918743278,11.120000000000001,0.6895812348889634,,,,,,,,,,
11.16,0.7429967279966119,11.16,0.6792782387169537,,,,,,,,,,
11.200000000000001,0.7446209831619602,11.200000000000001,0.6987400279711884,,,,,,,,,,
11.24,0.7462430692306247,11.24,0.6989416993695767,,,,,,,,,,
11.280000000000001,0.747862997962975,11.280000000000001,0.7132205512132928,,,,,,,,,,
11.32,0.7494807810206908,11.32,0.7129248985093846,,,,,,,,,,
11.360000000000001,0.7510964299679359,11.360000000000001,0.724819601915546,,,,,,,,,,
11.4,0.7527099562725136,11.4,0.7280512787248217,,,,,,,,,,
11.440000000000001,0.7543213713070048,11.440000000000001,0.7398218285560398,,,,,,,,,,
11.48,0.7559306863498884,11.48,0.7419787070971864,,,,,,,,,,
11.520000000000001,0.7575379125866452,11.520000000000001,0.737782185322785,,,,,,,,,,
11.56,0.759143061110845,11.56,0.7318114254458828,,,,,,,,,,
11.600000000000001,0.7607461429252165,11.600000000000001,0.7308841278723398,,,,,,,,,,
11.64,0.7623471689427016,11.64,0.7314566473449157,,,,,,,,,,
11.680000000000001,0.7639461499874949,11.680000000000001,0.7293886265277318,,,,,,,,,,
11.72,0.7655430967960658,11.72,0.7285921931853616,,,,,,,,,,
11.760000000000002,0.7671380200181661,11.760000000000002,0.72768985228797,,,,,,,,,,
11.8,0.7687309302178238,11.8,0.7231100642705889,,,,,,,,,,
11.84,0.7703218378743202,11.84,0.722014657791,,,,,,,,,,
11.88,0.771910753383154,11.88,0.7215967257558287,,,,,,,,,,
11.92,0.7734976870569912,11.92,0.7197613067503548,,,,,,,,,,
11.96,0.7750826491265999,11.96,0.7280289370482751,,,,,,,,,,
12,0.7766656497417728,12,0.7271500031206025,,,,,,,,,,
12.040000000000001,0.7782466989722354,12.040000000000001,0.7369550453598338,,,,,,,,,,
12.08,0.7798258068085421,12.08,0.7384296928499032,,,,,,,,,,
12.120000000000001,0.7814029831629576,12.120000000000001,0.7477414429528417,,,,,,,,,,
12.16,0.7829782378703272,12.16,0.754996531437768,,,,,,,,,,
12.200000000000001,0.784551580688934,12.200000000000001,0.76453501854133,,,,,,,,,,
12.24,0.7861230213013435,12.24,0.7723721549703175,,,,,,,,,,
12.280000000000001,0.7876925693152371,12.280000000000001,0.7850232492921381,,,,,,,,,,
12.32,0.7892602342642324,12.32,0.7747946525524706,,,,,,,,,,
12.360000000000001,0.7908260256086931,12.360000000000001,0.7689276571555704,,,,,,,,,,
12.4,0.7923899527365267,12.4,0.7591202685586822,,,,,,,,,,
12.440000000000001,0.7939520249639722,12.440000000000001,0.7508841530862203,,,,,,,,,,
12.48,0.7955122515363737,12.48,0.75076818295492,,,,,,,,,,
12.520000000000001,0.7970706416289477,12.520000000000001,0.7442481718745497,,,,,,,,,,
12.56,0.7986272043475351,12.56,0.7497649613833604,,,,,,,,,,
12.600000000000001,0.8001819487293469,12.600000000000001,0.7441609683275894,,,,,,,,,,
12.64,0.8017348837436958,12.64,0.7512551306539127,,,,,,,,,,
12.680000000000001,0.8032860182927206,12.680000000000001,0.7471813838307646,,,,,,,,,,
12.72,0.8048353612120988,12.72,0.7587757501449927,,,,,,,,,,
12.760000000000002,0.8063829212717508,12.760000000000002,0.7535811813257692,,,,,,,,,,
12.8,0.8079287071765333,12.8,0.7725455627206114,,,,,,,,,,
12.840000000000002,0.8094727275669237,12.840000000000002,0.7646562792641551,,,,,,,,,,
12.88,0.8110149910196951,12.88,0.7821116305941177,,,,,,,,,,
12.92,0.8125555060485828,12.92,0.7773167789726267,,,,,,,,,,
12.96,0.8140942811049405,12.96,0.7923890642034126,,,,,,,,,,
13,0.8156313245783893,13,0.8001614536684845,,,,,,,,,,
13.040000000000001,0.817166644797456,13.040000000000001,0.824158996505143,,,,,,,,,,
13.08,0.8187002500302045,13.08,0.8453433959464327,,,,,,,,,,
13.120000000000001,0.8202321484848587,13.120000000000001,0.8588687161229093,,,,,,,,,,
13.16,0.8217623483104158,13.16,0.8496527634462445,,,,,,,,,,
13.200000000000001,0.8232908575972524,13.200000000000001,0.8365257650306521,,,,,,,,,,
13.24,0.824817684377723,13.24,0.8255288111881776,,,,,,,,,,
13.280000000000001,0.8263428366267491,13.280000000000001,0.8195867672656755,,,,,,,,,,
13.32,0.8278663222624029,13.32,0.8131634170295645,,,,,,,,,,
13.360000000000001,0.8293881491464803,13.360000000000001,0.8090123502674295,,,,,,,,,,
13.4,0.8309083250850697,13.4,0.8115245848006626,,,,,,,,,,
13.440000000000001,0.8324268578291105,13.440000000000001,0.8033321714998553,,,,,,,,,,
13.48,0.8339437550749466,13.48,0.8131278983472849,,,,,,,,,,
13.520000000000001,0.8354590244648707,13.520000000000001,0.806225218770331,,,,,,,,,,
13.56,0.8369726735876635,13.56,0.8178944124885729,,,,,,,,,,
